Rk,Player,Age,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%
444,Ben Simmons,26,42,26.3,6.9,6.3,6.1,1.3,0.6,0.566,0,0.439
445,Kobi Simmons,25,5,5.6,1,0.8,1,0,0.4,0.167,0.2,1
446,Marko Simonovic,23,7,2.9,0.9,0.3,0,0,0,0.286,0.25,0.5
447,Anfernee Simons,23,62,35,21.1,2.6,4.1,0.7,0.2,0.447,0.377,0.894
448,Jericho Sims,24,52,15.6,3.4,4.7,0.5,0.3,0.5,0.776,0,0.75
449,Marcus Smart,28,61,32.1,11.5,3.1,6.3,1.5,0.4,0.415,0.336,0.746
450,Dennis Smith Jr.,25,54,25.7,8.8,3.1,4.8,1.4,0.5,0.412,0.216,0.736
451,Dru Smith,25,15,10.5,2.9,1.6,1.5,0.7,0.3,0.4,0.263,1
451,Dru Smith,25,5,13.4,2.2,1.8,1,0.8,0.6,0.357,0.167,0
451,Dru Smith,25,10,9.1,3.3,1.5,1.7,0.6,0.1,0.419,0.308,1
452,Ish Smith,34,43,9.3,2.5,1.3,2.3,0.2,0.2,0.397,0.167,0.5
453,Jabari Smith Jr.,19,79,31,12.8,7.2,1.3,0.5,0.9,0.408,0.307,0.786
454,Jalen Smith,22,68,18.8,9.4,5.8,1,0.3,0.9,0.476,0.283,0.759
455,Xavier Sneed,25,4,12,4.3,1.3,1.3,0,0.3,0.5,0.5,1
456,Jeremy Sochan,19,56,26,11,5.3,2.5,0.8,0.4,0.453,0.246,0.698
457,Jaden Springer,20,16,5.6,2.6,0.9,0.5,0.4,0.2,0.486,0.4,0.75
458,Lamar Stevens,25,62,18.1,5.3,3.3,0.5,0.4,0.3,0.448,0.316,0.702
459,Isaiah Stewart,21,50,28.3,11.3,8.1,1.4,0.4,0.7,0.442,0.327,0.738
460,Max Strus,26,80,28.4,11.5,3.2,2.1,0.5,0.2,0.41,0.35,0.876
461,Jalen Suggs,21,53,23.5,9.9,3,2.9,1.3,0.5,0.419,0.327,0.723
462,Edmond Sumner,27,53,13.9,7.1,1.5,1.3,0.6,0.2,0.461,0.356,0.917
463,Cole Swider,23,7,5.9,1.3,1,0.6,0,0,0.333,0.375,0
464,Jae'Sean Tate,27,31,21.8,9.1,3.8,2.7,0.7,0.2,0.48,0.283,0.725
465,Jayson Tatum,24,74,36.9,30.1,8.8,4.6,1.1,0.7,0.466,0.35,0.854
466,Terry Taylor,23,31,8.5,2.9,1.5,0.3,0.1,0.2,0.52,0.263,0.545
466,Terry Taylor,23,26,8.8,2.7,1.5,0.4,0.1,0.2,0.462,0.222,0.714
466,Terry Taylor,23,5,7.2,4,1.6,0,0,0.2,0.9,1,0.25
467,Garrett Temple,36,25,6.5,2,0.7,0.5,0.4,0.1,0.4,0.423,0.75
468,Dalen Terry,20,38,5.6,2.2,1,0.6,0.3,0.1,0.444,0.259,0.667
469,Daniel Theis,30,7,15.6,7,3.1,1.3,0.3,0.9,0.477,0.182,0.417
470,Cam Thomas,21,57,16.6,10.6,1.7,1.4,0.4,0.1,0.441,0.383,0.868
471,Klay Thompson,32,69,33,21.9,4.1,2.4,0.7,0.4,0.436,0.412,0.879
472,JT Thor,20,69,14,3.8,2.2,0.5,0.3,0.3,0.399,0.317,0.702
473,Matisse Thybulle,25,71,16.9,4.1,2,0.7,1.2,0.5,0.435,0.365,0.679
473,Matisse Thybulle,25,49,12.1,2.7,1.3,0.5,0.9,0.3,0.431,0.333,0.75
473,Matisse Thybulle,25,22,27.7,7.4,3.5,1.4,1.7,0.8,0.438,0.388,0.625
474,Xavier Tillman Sr.,24,61,19.3,7,5,1.6,1,0.5,0.614,0.267,0.551
475,Isaiah Todd,21,6,10.2,1.5,2,0.7,0.2,0,0.158,0.1,1
476,Obi Toppin,24,67,15.7,7.4,2.8,1,0.3,0.2,0.446,0.344,0.809
477,Juan Toscano-Anderson,29,52,13.5,3,2.4,1.3,0.3,0.2,0.448,0.186,0.792
477,Juan Toscano-Anderson,29,30,12.2,2.7,2,0.8,0.3,0.2,0.5,0.2,0.733
477,Juan Toscano-Anderson,29,22,15.2,3.4,2.9,1.8,0.3,0.1,0.403,0.174,0.889
478,Karl-Anthony Towns,27,29,33,20.8,8.1,4.8,0.7,0.6,0.495,0.366,0.874
479,Gary Trent Jr.,24,66,32.1,17.4,2.6,1.6,1.6,0.2,0.433,0.369,0.839
480,P.J. Tucker,37,75,25.6,3.5,3.9,0.8,0.5,0.2,0.427,0.393,0.826
481,Myles Turner,26,62,29.4,18,7.5,1.4,0.6,2.3,0.548,0.373,0.783
482,Stanley Umude,23,1,2,2,0,0,1,1,0,0,1
483,Jonas Valan?i?nas,30,79,24.9,14.1,10.2,1.8,0.3,0.7,0.547,0.349,0.826
484,Jarred Vanderbilt,23,78,24.1,7.9,7.5,2.4,1.1,0.3,0.548,0.322,0.691
484,Jarred Vanderbilt,23,52,24.1,8.3,7.9,2.7,1,0.3,0.556,0.333,0.657
484,Jarred Vanderbilt,23,26,24,7.2,6.7,1.6,1.2,0.2,0.529,0.303,0.784
485,Fred VanVleet,28,69,36.7,19.3,4.1,7.2,1.8,0.6,0.393,0.342,0.898
486,Devin Vassell,22,38,31,18.5,3.9,3.6,1.1,0.4,0.439,0.387,0.78
487,Gabe Vincent,26,68,25.9,9.4,2.1,2.5,0.9,0.1,0.402,0.334,0.872
488,Noah Vonleh,27,23,7.4,1.1,2.1,0.3,0.1,0.3,0.458,0.25,1
489,Nikola Vu?evi?,32,82,33.5,17.6,11,3.2,0.7,0.7,0.52,0.349,0.835
490,Dean Wade,26,44,20.3,4.7,3.4,0.8,0.6,0.5,0.412,0.354,0.652
491,Franz Wagner,21,80,32.6,18.6,4.1,3.5,1,0.2,0.485,0.361,0.842
492,Moritz Wagner,25,57,19.5,10.5,4.5,1.5,0.6,0.2,0.5,0.313,0.841
493,Ish Wainright,28,60,15.3,4.2,2.3,0.9,0.6,0.4,0.37,0.329,0.839
494,Jabari Walker,20,56,11.1,3.9,2.3,0.6,0.2,0.2,0.419,0.286,0.756
495,Kemba Walker,32,9,16,8,1.8,2.1,0.2,0.2,0.421,0.25,0.81
496,Lonnie Walker IV,24,56,23.2,11.7,1.9,1.1,0.5,0.3,0.448,0.365,0.858
497,John Wall,32,34,22.2,11.4,2.7,5.2,0.8,0.4,0.408,0.303,0.681
498,T.J. Warren,29,42,16.4,7.5,2.9,1,0.5,0.3,0.489,0.328,0.8
498,T.J. Warren,29,26,18.8,9.5,2.8,1.1,0.6,0.3,0.51,0.333,0.818
498,T.J. Warren,29,16,12.3,4.2,3.1,0.7,0.4,0.3,0.429,0.316,0.5
499,Duane Washington Jr.,22,31,12.7,7.9,1.2,2,0.2,0.1,0.367,0.36,0.667
500,P.J. Washington,24,73,32.6,15.7,4.9,2.4,0.9,1.1,0.444,0.348,0.73
501,TyTy Washington Jr.,21,31,14,4.7,1.5,1.5,0.5,0.1,0.363,0.238,0.556
502,Yuta Watanabe,28,58,16,5.6,2.4,0.8,0.4,0.3,0.491,0.444,0.723
503,Lindy Waters III,25,41,13,5.2,1.8,0.7,0.3,0.3,0.393,0.358,0.8
504,Trendon Watford,22,62,19.1,7.4,3.8,2.1,0.5,0.2,0.56,0.391,0.72
505,Peyton Watson,20,23,8.1,3.3,1.6,0.5,0.1,0.5,0.492,0.429,0.55
506,Blake Wesley,19,37,18.1,5,2.2,2.7,0.7,0.1,0.321,0.385,0.591
507,Russell Westbrook,34,73,29.1,15.9,5.8,7.5,1,0.5,0.436,0.311,0.656
507,Russell Westbrook,34,52,28.7,15.9,6.2,7.5,1,0.4,0.417,0.296,0.655
507,Russell Westbrook,34,21,30.2,15.8,4.9,7.6,1.1,0.5,0.489,0.356,0.658
508,Coby White,22,74,23.4,9.7,2.9,2.8,0.7,0.1,0.443,0.372,0.871
509,Derrick White,28,82,28.3,12.4,3.6,3.9,0.7,0.9,0.462,0.381,0.875
510,Jack White,25,17,3.9,1.2,1,0.2,0.2,0.1,0.421,0.333,0.667
511,Joe Wieskamp,23,9,5.6,1,0.4,0.3,0,0,0.214,0.25,0
512,Aaron Wiggins,24,70,18.5,6.8,3,1.1,0.6,0.2,0.512,0.393,0.831
513,Andrew Wiggins,27,37,32.2,17.1,5,2.3,1.2,0.8,0.473,0.396,0.611
514,Lindell Wigginton,24,7,12.4,7.1,1,2,0,0.3,0.486,0.333,0.889
515,Alondes Williams,23,1,5,0,1,0,0,0,0,0,0
516,Donovan Williams,21,2,2,2,1,0,0,0,0.4,0,0
517,Grant Williams,24,79,25.9,8.1,4.6,1.7,0.5,0.4,0.454,0.395,0.77
518,Jalen Williams,21,75,30.3,14.1,4.5,3.3,1.4,0.5,0.521,0.356,0.812
519,Jaylin Williams,20,49,18.7,5.9,4.9,1.6,0.6,0.2,0.436,0.407,0.704
520,Jeenathan Williams,23,5,25.4,10.6,3,2,0.6,0.4,0.615,0.375,0.667
521,Kenrich Williams,28,53,22.8,8,4.9,2,0.8,0.3,0.517,0.373,0.436
522,Mark Williams,21,43,19.3,9,7.1,0.4,0.7,1,0.637,0,0.691
523,Patrick Williams,21,82,28.3,10.2,4,1.2,0.9,0.9,0.464,0.415,0.857
524,Robert Williams,25,35,23.5,8,8.3,1.4,0.6,1.4,0.747,0,0.61
525,Vince Williams Jr.,22,15,7,2,1,0.3,0.4,0.1,0.3,0.143,1
526,Ziaire Williams,21,37,15.2,5.7,2.1,0.9,0.4,0.2,0.429,0.258,0.773
527,Zion Williamson,22,29,33,26,7,4.6,1.1,0.6,0.608,0.368,0.714
528,Dylan Windler,26,3,3.3,1.7,0,0.3,0.3,0,0.667,0.5,0
529,Justise Winslow,26,29,26.8,6.8,5,3.4,1,0.4,0.409,0.311,0.714
530,James Wiseman,21,45,19.3,10,5.9,0.7,0.2,0.6,0.558,0.2,0.701
530,James Wiseman,21,21,12.5,6.9,3.5,0.7,0.1,0.3,0.628,0.5,0.684
530,James Wiseman,21,24,25.2,12.7,8.1,0.7,0.2,0.8,0.531,0.167,0.712
531,Christian Wood,27,67,25.9,16.6,7.3,1.8,0.4,1.1,0.515,0.376,0.772
532,Delon Wright,30,50,24.4,7.4,3.6,3.9,1.8,0.3,0.474,0.345,0.867
533,McKinley Wright IV,24,27,12.4,4.2,1.7,2.1,0.3,0.2,0.469,0.321,0.684
534,Gabe York,29,3,18.7,8,2,1.7,0.7,0,0.381,0.333,1
535,Thaddeus Young,34,54,14.7,4.4,3.1,1.4,1,0.1,0.545,0.176,0.692
536,Trae Young,24,73,34.8,26.2,3,10.2,1.1,0.1,0.429,0.335,0.886
537,Omer Yurtseven,24,9,9.2,4.4,2.6,0.2,0.2,0.2,0.593,0.429,0.833
538,Cody Zeller,30,15,14.5,6.5,4.3,0.7,0.2,0.3,0.627,0,0.686
539,Ivica Zubac,25,76,28.6,10.8,9.9,1,0.4,1.3,0.634,0,0.697
